HOSPITAL NAME,Address,CITY
Maharaja Agrasen Hospital,"Road Number-35, New Rohtak Road,Punjabi Bagh",New Delhi
Shri Ram Singh Multi Speciality Hospital,Sector 70 Noida Gb Nagar Up,Noida
Gandhi Nursing Home,"C-50,51,Om Vihar,Uttam Nagar",New Delhi
Healing Tree Hospital,30/1 Shakti Khand Indirapuram Ghaziabad,Ghaziabad
Dr Dilip Hospital,765 Sec-28 Faridabad,Faridabad
Lyf Hospital,"Nh-4,Gyan Khand -1 Indirapuram",Ghaziabad
Apurva Hospital Faridabad,"2N/74,Bp Near 2-3 Gole Chakkar Nit Faridabad",Faridabad
Promhex Multispeciality Hospital A Unit Of Promhex Plus Healthcare Pvt Ltd,Plot No Nh-34 Sec-P2 Omega-1 Greater Noida,Noida
Shishu Sadan Multispeciality Children Hospital,"A-1/169-A, Janakpuri Opp. Metro Pillar No -616",New Delhi
Param Jyoti Eye Centre (A Unit Of M. S Medicare Pvt. Ltd),"16A/CP-2155,Vasundhara,Ghaziabad-201012",Ghaziabad
Ishan Hospital,"Plot No.1,Pocket No-8B,Sector-19,Rohini,Delhi-89 Rohini Delhi",New Delhi
Dr. Kapurs The Healing Touch Eye Centre,"D 8, D Block,Vikaspuri",New Delhi
Madhukar Rainbow Childrens Hospital,"Fc-29, Plot No.5, Near Malviya Nagar Metro Station Geetanjali",New Delhi
Doctor Today Healthcare,"5C-2BP, RAILWAY ROAD, NIT FARIDABAD-121001",Faridabad
Metro Heart Institute With Multispeciality,Sector-16A,Faridabad
Dharamshila Cancer Hospital And Research Centre,"Dharamshila Marg, Vasundhara Enclave",New Delhi
Shivalik Hospital,"SEHATPUR,OPP SEC 91,FBD HARYANA",Faridabad
K K Health Care Centre,"238, SEC-5, URBAN ESTATE, GURGAON",Gurugram
Diyos Mens Health Center Pvt Ltd,"A1/26, SAFDARJUNG Enclave New Delhi",New Delhi
Kalra Hospital S R C N C Pvt Ltd,"A - 5- 6, Kirti Nagar",New Delhi
Samyak Hospital,BM-7 East Shalimar Bagh,New Delhi
Navin Hospital (A Unit Of Navin Meditech Pvt Ltd ),"Nh-1, Sector-3 Vaishali",Ghaziabad
Sumitra Hospital,"A 119A, Sector - 35",Noida
Kedar Hospital,3B/3 BP NIT Faridabad-121001,Faridabad
Aakash Hospital,"90/43, Malviya Nagar",New Delhi
Jaypee Hospital,"Sector - 128, Gautam Budh Nagar, Noida, Uttar Pradesh",Noida
Sri Balaji Action Medical Institute,"FC-34 A-4, Paschim Vihar",New Delhi
SSB Heart And Multispecialty Hospital,"69 Sector-20A,Near Neelam Fly Over,Ajronda Chowk",Faridabad
Prayag Hospital And Research Centre,"J-206/A-1, Sector-41",Noida
Dayal Eye Centre,"SCO NO 11 Friends Colony,Main Jharsa Road Opp Housing Board Colony",Gurugram
Institute Of Brain And Spine,"73,Ring Road,Lajpat Nagar-3, New Delhi",New Delhi
Netram Eye Centre,"I -1791, C R Park ,Near IDBI Bank, New Delhi, Delhi",New Delhi
Sardana Eye Institute,"A2/19, RAJOURI GARDEN",New Delhi
Kalyani Hospital,"RZ-30A,Rati Ram Park Naya Bazar,Najafgarh",New Delhi
Shri Balajis Multispeciality Hospital,Sector 9-10 Basai Road,Gurugram
Manas Hospital,"A93, Block A, Sector 34, Noida",Noida
SJM Hospital,"SJM Chowk, NH-24, Plot No. 2 Chhijarsi, Sector 63",Noida
Supreme Hospital,"Charmwood Village,Surajkund Road",Faridabad
The Signature Hospital,"Sector 37 D (BPTP) ,Dwarka Expressway",Gurugram
W Pratiksha Hospital,"Golf Course Ext Rd, Sushant Lok-II, Shushant Lok 2, Sector 56",Gurugram
The Healing Touch Eye Centre,"C-2/390,Pankha Road,Janakpuri",New Delhi
Virmani Hospital,"Plot no 8,9,10 ,Block B SC ,Commercial Complex,Mayur Vihar,Phase 2",New Delhi
YatharthSuperspeciality Hospital,"Sector Omega-1,Greater Noida",Greater Noida
Yatharth Superspeciality Hospital,"HO-01, Noida Extension, Sector 1, Greater Noida",Greater Noida Ext
Kriti Hospital,"Plot No. 13,Sector 56,In front of Kendriya vihar",Gurugram
Jeewan Moti Khera Hospital,"495,Main Najafgarh Road,Near Krishna Mandir,Nangloi",New Delhi
Mansaram Hospital,"B-5, Aman Puri Extension,Main Najafgarh Road,Nangloi",New Delhi
Sahdeo Hospital,"NH-33,SECTOR OMEGA 1,Greater Noida",Greater Noida
Vedanta Netralaya,"C-16,RDC,Rajnagar,Opposite Yes BANK,",Ghaziabad
Ahuja Laser Eye Centre,"212,Parmanand colony,,ain road",New Delhi
Kapil Multispeciality Hospital,"A-1,Shastri park,Nathupura mor, burari",New Delhi
Polaris Hospital,"Opp. Raheja mall,sohna road, sector 48",Gurugram
Apollo Spectra Hospital,"Near Dronacharya Govt. College,New Railway Road,",Gurugram
Apollo Cradle,"Plot No. 15-A,Shivaji Marg,Najafgarh Road,Near Motinagar Metro station",New Delhi
Apollo Cradle,"NH-1,Shakti khand 2,",Indirapuram
Apollo Cradle,"R-2,Nehru enclave,Near Nehru Place Flyover",New Delhi
Indus Valley Hospital,"232,kh no. 19/1(1-12),Laxmi Garden,Tuda Mandi,Tehsil Road,Najafgarh",New Delhi
Life Hospital,"Opposite Hanuman Mandir,Sector-8",Faridabad
Sharma Medicare,"NH-19/A,L Block,Delta- II,Greater Noida",Greater Noida
Saroj Medical Centre,"Plot no 9 ,Pocket 8-B,Sector 19,Jail Road,Rohini",New Delhi
M D City Hospital,"4C Institutional area,Northex,Model Town",New Delhi
Rathi Hospital,"2,3 Pratap vihar,Nangloi Najafgarh road,Ranhola",New Delhi
New Vision Eye Centre,"A-55/233,Pashchim Vihar,",New Delhi
Eye Mantra,"A-1/10,Paschim Vihar",New Delhi
Clio Eye Centre,"1SP,Golf Course road,Sector 28",Gurugram
Savitri Hospital,"142/91,Extended Lal Dora,Near petrol Pump,Karala-Kanjhawala road",New Delhi
Yashoda Superspeciality Hospital & Cancer Institute,"B 1 &B 2, Sector 23,Sanjay Nagar",Ghaziabad
Motherhood Hospital,"B- 206 A,Sector 48,Gautam Budh Nagar",Noida
Shakuntala Hospital,"Bank colony,GT Road,modinagar",Ghaziabad
Kailash Hospital & Neuro Centre,"NH-1,SECTOR 71",Noida
Centre for Sight,"B2/6, Ashok Vihar, Phase II",New Delhi
Centre for Sight,"Plot No 9, Sector - 9, Dwarka",New Delhi
Centre For Sight,"A3 Vikaspuri, Opp. Metro pillar no. 627, Najafgarh Road",New Delhi
Centre For Sight,"J-12/30, Rajouri Garden",New Delhi
Centre For Sight,"SCO Complex – 317, Sector – 29",Gurugram
Centre For Sight,"F 7,DHANAK BASTI -2 ,
 SUDARSHAN MANDIR, NEW RAILWAY ROAD",Gurugram
Centre For Sight,"C-6, Ground Floor, Explore Tower, Shakti Khand-4, Near Bharat Petrol Pump",Indirapuram
Centre For Sight,"Plot No. 1, Huda Market No.1, Beside Hanuman Mandir, Sector-16A, Near Old Faridabad Metro Station",Faridabad
Centre For Sight,"B-5/24,Safdarjung Enclave,Opp. Dear Park",New Delhi
Centre For Sight (Preet Vihar),"F-19, Preet Vihar, Main Vikas Marg",New Delhi
Centre For Sight (Rohini),"304-309, Ring Road Mall, Sector-3,Rohini",New Delhi
Manavata Hospital,"Plot No. 494,Near Women College,Uncha Gaon,Mohna Road,Ballabhgarh",Faridabad
Dharamveer Solanki Hospital,"B-2,Lakhi Ram park,100 Feet Road,Near NDPL Office,Opp Sec-22,Rohini",New Delhi
C M Patel Hospital,"E-7,100 Foot Road,West Jyoti Nagar Extension,Shahdara",New Delhi
C D Global Hospital,"Plot No. 897/4,Opp. Metro Pillar No. 492,Main Rohtak Road,Mundka",New Delhi
AIRMID Hospital,"Samaypur,New Delhi - 110042",New Delhi
Medlife Hospital,"KH No. 346 , Main Road, Lal Dora, Burari",New Delhi
CLOUDNINE HOSPITAL,"C-9, Gali Number 1, Hoshiarpur Village, Sector 51",Noida
CLOUDNINE HOSPITAL,"94, 4, Mehrauli-Gurgaon Rd, Anamika Enclave, Sector 14",Gurugram
CLOUDNINE HOSPITAL,"MSJ House, Plot No. A-2, Vikas Marg, beside SS Plaza, Mayfield Garden, Sector 47",Gurugram
INDIRA GANDHI EYE HOSPITAL,"Sector-62, Ullawas",Gurugram
COMPLETE EYE CARE,"301 B, Eros City Square,Sector 49",Gurugram
GUPTA HOSPITAL ( A UNIT OF RAJNI GUPTA HOSPITALS),"A-56,Main Kanjhawala Road, Budh Vihar,Phase-1",New Delhi
GOYAL HOSPITAL,"B-33, LIC Colony, Pashchim Vihar",New Delhi
AVANTIKA MULTISPECIALITY HOSPITAL,"A-3/8,Sector 3, Rohini,Opposite Jaipur Golden Hospital",New Delhi
AASHIRWAAD NURSING HOME,"A-29/3, Lions Enclave, Marble Block,Opp. DDA Park,Vikas Ngar,Uttam Nagar",New Delhi
LAL SUPERSPECIALITY HOSPITAL,"Veer Nagar, Main madanpuri road,Near Pataudi Chowk",Gurugram
"AASTHA HOSPITAL,NEW DELHI","L-2/50, New Mahavir Nagar, Outer Ring Road",New Delhi
ARSH HOSPITAL,"Opposite ERA Redwood residency, Tigaon Road, Sector 78",Faridabad
SANJEEVANI HOSPITAL,"Sector 66, Opp. Moga Colony, Sohna Road",Gurugram
SR KRISHNA HOSPITAL,"Plot No. 23,24, Jain Park, Opp. Metro Pillar 722,723,Uttam Nagar",New Delhi
RADIUM EYE CENTRE,"A-1/11, 3rd Floor,Sector -8 ,Rohini",New Delhi
"PAWAN HOSPITAL, UNIT -2","Plot No. 10, Gurudwara Road,Jawahar Colony, NIT",Faridabad
SRG MULTISPECIALITY HOSPITAL,"E-2/241,Shastri Nagar",New Delhi
TOMAR MULTISPECIALITY HOSPITAL,"Plot No. 35,36,36A, Gali No. 2 , Pratap Vihar -1, Kirari,Nangloi",New Delhi
JAIN EYE CENTRE,"Plot No. 111,Ground Floor, Shakti Khand -2,Near Omaxe Plaza,Indirapuram",Ghaziabad
REVIVE HOSPITAL,"5A/2,Tilak Nagar,Opp. Metro Pillar No. 491",New Delhi
AVANTIKA HOSPITAL,"137, Niti Khand -II, Indirapuram",Ghaziabad
NAMOKAR EYE CENTRE,"13A, Pocket A,Ashok Vihar,Phase-3",New Delhi
NIRMLA HOSPITAL,"RZ-E-20, Jai Vihar, Near D.K Depot,Najafgarh",New Delhi
U K NURSING HOME,"M-1 ,Vikas Puri",New Delhi
JEEVAN JYOTI HOSPITAL,"M-62,Sector 12, Santosh Medical Road, Pratap Vihar",Ghaziabad
SAI EYE CARE,"H-98/1,Sector 12, Pratap Vihar",Ghaziabad
CHOWDHARY MORAL HOSPITAL,"C-1/1A & C-1/2A,Yamuna Vihar",New Delhi
BANSAL GLOBAL HOSPITAL,"C-10 ,Ramgarh Colony,G.T Karnal Road, Near Jahangirpuri Metro Station",New Delhi
DIVINE MULTISPECIALITY HOSPITAL,"102/2,Main Jagatpur Road,Near Street No. 14,Wazirabad",New Delhi
SARVODYA HOSPITAL,"1031/1, Railway Road,Near mata chintpurni Mandir",Gurugram
SATYAM HOSPITAL,"173/27,Gali No. 3,Near Hanuman Mandir, Madanpuri",Gurugram
SUKHDA HOSPITAL,"Gali No. 7 ,Kadipur Industrial Area, Main Pataudi Road",Gurugram
"SRI GOBIND HOSPITAL, GURUGRAM","753/21, Main Madanpuri Road,Near Pataudi Chowk",Gurugram
SUNRISE HOSPITAL,"Plot No. 1, Pocket 8-B, Sector 15,Rohini",New Delhi
APEX CITI HOSPITAL,"D-440, West Vinod Nagar, Near Ras Vihar,I.P Ext., Patparganj",New Delhi
CHINMAYA VISION,"18,Bhera Enclave,Outer Ring Road,Pashchim Vihar",New Delhi
GEO HOSPITAL,"Plot No. 3, Madhu Vihar,Khora Colony, Opp. Mayur Vihar Phase-III",Ghaziabad
RAVI EYE FOUNDATION,"B-8, Ganesh Nagar, Main Najafgarh Road, Near Metro Pillar No. 543",New Delhi
SAI SIDDHI UROLOGY & MULTISPECIALITY HOSPITAL,"80-P,Sector 46",Gurugram
"KAMLA HOSPITAL, GURUGRAM","Main Pataudi Road,Sector 37D,Near Kadipur Chowk",Gurugram
"TRIPATHI HOSPITAL & TRAUMA CENTRE, GHAZIABAD","E-14,Sector 9,New Vijay Nagar",Ghaziabad
"CRONUS MULTISPECIALITY HOSPITAL, NEW DELHI","D-91 A, Main 100 Feet Road,SSN Marg, Chattarpur",New Delhi
ONCOPLUS (A UNIT OF DEEPCHAND ONCOLOGY SERVICES PVT. LTD. ),"A-288,289, Defence Colony",New Delhi
"KALRA HOSPITAL, NEW DELHI","No. 3A,25,26, Sewak Park Extention,Near Metro Pillar No. 761",New Delhi
"SPES HOSPITAL, GURUGRAM","Shanti Nagar,Beriwala Baag Road,Near Rajiv Chowk",Gurugram
Dr. KAPOOR’s THE HEALING TOUCH,"D-8,Vikaspuri",New Delhi
"CHANDRALAXMI HEALTHCARE, GHAZIABAD","NH-03, GYAN KHAND -1,Indirapuram",Ghaziabad
OM SAI HOSPITAL,"Panchsheel colony,Near Bank of Baroda,Main Lal Kuan,Gautam budh nagar",Ghaziabad
MANGALAM MEDICAL & SURGICAL CENTRE,"154/81, Main Bawana Road, Poonth Khurd,Near Sector 35, Rohini",New Delhi
KATHURIA HOSPITAL,"19/8, Model town,opp. SD School,Khandsa road",Gurugram
SHYAMA EYE CARE CENTRE,"B-139A,West vinod nagar,opp. Press apartment,patparganj",New Delhi
SHANTIKUMUD HOSPITAL,"A-8,Adarsh nagar, Near Metro station",New Delhi
GAMBHIR HOSPITAL,"H-74,Rajouri Garden",New Delhi
SINGHAL HOSPITAL,"C-40,Street No. 9 ,Sadh Nagar, Palam Colony",New Delhi
B H SALVAS HOSPITAL,"Plot No. 6 & B6, Vill. Haibat pura,Jharoda Road,Najafgarh",New Delhi
SWASTIK HOSPITAL,"Mohna road, opposite SBI Bank, Ballabhgarh",Faridabad
GLOBAL HOSPITAL,"Opposite revoli garden, Near sheetla mata mandir",Gurugram
PEARL HOSPITAL,"RZ-40,Gali No. 2,A-Block, Deenpur extension,Gurgaon road, Najafgarh",New Delhi
ORTHOPLUS HOSPITAL,"RZ -B-28, Goapl Nagar, Najafgarh",New Delhi
EYE SIGHT LASER CENTRE,"52A,DDA,Pocket- 2, Behind Sec-6 main market, Dwarka",New Delhi
MAHAJAN HOSPITAL,"A-4,Milap Nagar",New Delhi
Dr. RAKESH MULTISPECIALITY HOSPITAL,"2001,Street No. 31-32 B, Main road, Swatanter nagar,Narela",New Delhi
VEDIC HOSPITAL,"Sec 10/10A Chowk, Main Pataudi Road",Gurugram
J R HOSPITAL,"NH-07,Block -B, Beta-1, Gautam Buddha Nagar",Greater Noida
UTTAM HOSPITAL,"E-230,Sector-9,New Vijay Nagar,Near PS Vijay Nagar",GHAZIABAD
APOLLO SPECTRA & CRADLE,"Pocket -7,Opposite Mitra Society",GREATER NOIDA
TIRUPATI STONE CENTRE,"6,Gagan Vihar,Near Karkadi Mor Flyover",NEW DELHI
NULIFE HOSPITAL,"1616,Outram Lines,GTB Nagar",NEW DELHI
KUMAR HOSPITAL,"NH-10,G Block,Sector Beta -II",GREATER NOIDA
GARGI HOSPITAL,"R-9/182,Raj Nagar, (Near ALT Centre)",GHAZIABAD
PRAGATI EYE CENTRE,"H-15,Krishna Nagar",NEW DELHI
YASHROOP HOSPITAL,"12-P, Sector 9",GURUGRAM
SHRI DAYA DUTT VASHISTH HOSPITAL,"J-34,Ganga Ram vatika,Near Raj cinema,Tilak Nagar",NEW DELHI
LOTUS HOSPITAL,"Plot No.2, Jeevan Nagar, Opp. Lal Kothi, Main Ballabhgarh Sohna Road",FARIDABAD
JYOTI HOSPITAL,"Plot No. 28,Ganpati Enclave,Jharsa Road",GURUGRAM
SANT SOHAM HOSPITAL,"Khasra No. 304/305, Khanjhawala Road,Bawana",NEW DELHI
FLORES HOSPITAL,"Block G,Sector 11,Pratap Vihar",GHAZIABAD
LALL 20/20 EYE CARE PVT. LTD.,"50SP, Sector 45",GURUGRAM
NIVARAN MULTISPEC. HOSPITAL,"Plot No. 13A,Noble Enclave,Opp. Maruti Udyog,Old Delhi Road",GURUGRAM
ROSEWALK HEALTHCARE PVT. LTD.,"N-88,Panchsheel park,",NEW DELHI
SHANTI NURSING HOME,"RZ-13,New Uttam Nagar",NEW DELHI
ASHA HOSPITAL,"B-68,Phase -II,Vikas Nagar, Budh Bazaar Road, Uttam Nagar",NEW DELHI
ANKUR HOSPITAL,"Manohar Nagar, Basai Road",GURUGRAM
"GOYAL EYE CENTRE, SAFDARJUNG",A-1/3 Safdurjung enclave,NEW DELHI
KOSMOS HOSPITAL,"C-60, Anand Vihar(Vikas Marg)",New Delhi
OM MEDICAL CENTRE,"B-209,Ashok Nagar,(opp DDPS)",Ghaziabad
JINDAL EYE CARE,"60,Block H-5, Sector -11, Rohini",New Delhi
NIMMS HOSPITAL,"Bisrakh Road, Haldoni",GREATER NOIDA
Dr. CHAUHAN SANJEEVANI HOSPITAL,"NH-14, C- Block ,Gamma-1",GREATER NOIDA
SHIVALIK MEDICAL CENTRE PVT. LTD.,"Main Road, Hoshiyarpur, Sector-51",NOIDA
ROOPCHAND HOSPITAL,Main Mubarikpur Dabas,NEW DELHI
ASIAZ HOSPITAL,"Plot No. 140, Sector 15,Part -II, Near Mother Dairy",GURUGRAM
"EYE 7 CHAUDHARY EYE & LASER VISION,INDIRAPURAM","18-19,First Floor, Shipra Vista Plaza,Ahinsa Khand-1,Indirapuram",GHAZIABAD
"EYE 7 CHAUDHARY EYE & LASER VISION, JANAK PURI","A-1/173,Ground Floor, Metro Pillar No. 614,Najafgarh Road, Janakpuri",NEW DELHI
"EYE 7 HOSPITAL PVT. LTD.,LAJPAT NAGAR","34,Ground Floor, Main Ring Road, Lajpat Nagar-4",NEW DELHI
SHREE KRISHNA HOSPITAL,"H. NO. B-62,Ground Floor, Surya Vihar,Near Sector-4",GURUGRAM
LIFELINE HOSPITAL,"A-13, Priyadarshini Vihar,Laxmi Nagar",New Delhi
ANAND HOSPITAL & CHHIDHA SINGH YADAV TRAUMA CENTRE,"Lal Kuan, GT Road, Near Reliance Petrol Pump,",Ghaziabad
MAHARAJA AGRASAIN MULTISPECIALITY HOSPITAL,"Plot No. 6,7,7A,9,9A &9B, Bawana Road ,Narela",New Delhi
PRAKASH MULTISPECIALITY HOSPITAL,"Plot No. 9A,Pocket -P2,Sector Omega 1,Builders Area",Greater Noida
MEDSTAR HOSPITAL,"Om Enclave, Part -1, Near Toll Tax,Agwanpur Road",Faridabad
SMS HOSPITAL,"Clinic No. 9 , Sector 3, Ballabhgarh",Faridabad
DRISHTI EYE CENTRE,"47,Ground Floor, Pana Udyan, Narela",New Delhi
"GOYAL EYE CENTRE (A UNIT OF GOYAL MEDICARE CENTRE), SHAHDARA","3/51,Ram Gali,Vishwas Nagar, Shahdara",New Delhi
DEV HOSPITAL,"Near Govt. Senior Secondary School, Sector 103, Daulatabad",Gurugram
AASTHA HOSPITAL,"SCF-2,Ashoka Enclave main, Sector -35",Faridabad
SADHNA HOSPITAL,"NZA-635,Rajnagar-1,Main Road, Palam Colony,Dwarka",New Delhi
"AGARWAL HOSPITAL, PITAMPURA","B-1, Rohit Kunj, Pitampura",New Delhi
GNH EXCEL MEDICAL CENTRE,"BN-56, East Shalimar Bagh",New Delhi
PURANG EYE CENTRE,"A-114,VISHAL ENCELAVE ,RAJOUI GARDEN",New Delhi
DR DHAWAN’S NETRA EYE HOSPITAL,"WZ-99,DAYAL SAR ROAD, UTTAM NAGAR",NEW DELHI
SHAKUNTALA HOSPITAL,"RZ 1-81A,Sagarpur",NEW DELHI
PT. RRM HOSPITAL,"Grounf Floor, Plot no-3,KH-27/1,Near Vats Market,VPO Bakkarwala,Mundka",West Delhi
ALFAA HOSPITAL,"Main Farrukh Nagar,Near Canara Bank , Vill Basai",Gurugram
SPES SUPERSPECIALITY HOSPITAL,"Plot No-A2 Omega IINRI city complex,Near Pari Chowk",Greater Noida
SHIVALIK HOSPITAL,"Plot No-5,,Gangapuram,,Main Hapur Road ,Opp Govindpuram Bharat Petrol Pump",Ghaziabad
SARASWATI HOSPITAL,"299/2,Delhi Road",Gurugram
R S MAITRI HEALTHCARE,"j-278, Patel Nagar 1st ,Near Old Bus Stand",Ghaziabad
ASIAN FIDELIS MULTISPECIALITY HOSPITAL,"RPS Savana,RPS city,Sector-88",Faridabad
KESAR NURSING HOME,"WZ -61A/3B, Vashisht Park,Pankha Road (Opp institutional area Block-D) ,Janakpuri",NEW DELHI
ACCORD SUPERSPECIALITY HOSPITAL,"Sec-86,Greater Faridabad",Faridabad
SATNARAYAN HOSPITAL,"Budh Vihar,Phase-1,Main Kanjhawala,Opp Shree RAM Dharam Kanta",NEW DELHI
JAIN CHILD & MATERNITY HOSPITALS(P) LTD.,"AE-7,Shalimarbagh",NEW DELHI
OKHLA EYE & LASER CENTRE,"D-247,Abul Faizal Enclave,Jamia Nagar,Near Okhla Vihar Metro Station",NEW DELHI
CLEARMEDI HOSPITAL &CANCER CENTRE,"15 H C-1,Vasundhara",Ghaziabad
I CARE CENTRE,"C-6/9, safdarjung Development Area, Behinde Hauz Khas Telephone Exchange",NEW DELHI
SURYA HOSPITAL,"47, Knowledge Park 3",Greater Noida
KASHVI MULTISPECIALITY CENTRE,"Plot No-85,Iteda Ek Murti Gol Chakkar",Greater Noida
KRISHNA FAMILY HOSPITAL & INFERTILITY CENTRE,"G-34, SECTOR 11, PRATAP VIHAR",Ghaziabad
CARE & CURE MULTISPECIALITY HOSPITAL,"NH-1,Abhay Khand-3,Indirapuram",Ghaziabad
NAGAR HOSPITAL,"NH B-1 , Lohia Nagar",Ghaziabad
VASUNDHARA HOSPITAL,"15/NH-1, Near Atal Chowk , Vasundhara",Ghaziabad
CHIRANJIVI HOSPITAL,"Sec: 31-32, Main Jharsa Road",Gurugram
SOCH EYE CENTRE,"B-6, Ashoka Niketan",New Delhi
BARMAN EYE CARE CENTRE,"4307, Ground Floor , Dlf Phase-4 , Sec-27 , b/h Galleria Market",Gurugram
JAI SAI RAM HOSPITAL PVT. LTD.,"T-262 , Opposite Church , Sec-109 , 40 feet Road , New Palam Vihar , Phase-2",Gurugram
VIJAY NURSING HOME,"F-24/24,25,43,44 , Sec-3",Rohini
BENSUPS HOSPITAL,"Bensups Avenue, Sec-12, Dwarka",New Delhi
TULSI MULTISPECIALITY HOSPITAL,"B1 Jyoti Nagar (wset) , Durga Puri Chowk , Loni Road , Shahdara",New Delhi
THE SIGHT AVENUE,"Plot No-243 P, Sec-38",Gurugram
KHANNA MEDICARE CENTRE,"W-6 , Main Patel Road, West Patel Nagar,Shadipur Metro Station , Pillar No -234",New Delhi
VINOD EYE CENTRE,"A-67 , Gate No-7 , Sec-46",NOIDA
GAYATRI HOSPITAL,"NH B-2 , Lohia Nagar",GHAZIABAD
CRYSTAL VISION EYE CENTRE,"A-1503,Greenfield colony A-1503,Greenfield colony",Faridabad
LOTUS HOSPITAL,"Plot NO-11, NH-9 , Mehrauli",GHAZIABAD
CENTRE FOR SIGHT,E2/228 Ambedkar Road Nehru Nagar,GHAZIABAD
GUPTA MULTISPECIALITY HOSPITAL,"Dhandhu Ram Market, Near Main Bus Stand , Bawana",New Delhi
RAMLAL KUNDANLAL ORTHOPAEDIC HOSPITAL,"Bunglow No-8, Pandav Nagar , Patpar Ganj road",New Delhi
KK SURGICAL& MATERNITY HOSPITAL,"B-37,East Jyoti Nagar, Loni road",Delhi
RAJIV GANDHI CANCER INSTITUTE,"Sector-5 , Rohini",Delhi
VASUNDHARA EYE CLINIC,"B-219,RAMPHAL CHOWK , SECTOR-7,DWARKA",NEW DELHI
SILVERSTREAK MULTISPECIALITY,"Sector-87, OPP DLF Skycourt",GURUGRAM
GARG HOSPITAL,"8-9, A.G.C.R Enclave (opposite karkardoma court )",NEW DELHI
JYOTI NURSING HOME,"C-234 , Vikaspuri .",NEW DELHI
ASHIRWAD HOSPITAL,"33,Fr Road ,Near Bohara Public School , Bhagat Singh Colony ,Ballabgarh",FARIDABAD
VARDMAN HOSPITAL HEART CNTRE,"9, Sanjay Nagar Districk Centre , Sector -23 , Near Hotel Fotrne inn",GHAZIABAD
MEDICURE HOSPITAL,"A-10, Rahul Vihar- 1st , NH-24 road , Behrampur",GHAZIABAD
IAS MEDICARE HOSPITAL,Khandsa Road,GURUGRAM
V CARE MULTISPECIALITY,"Plot No V7 , Near Police station, BPTP Park land , Sec-76",FARIDABAD
SHIVALAYA HOSPITAL,"Plot No 137, Near SPR Society , Sec-82 , Tigaon Road , village Bhatola",FARIDABAD
ARIHANT HOSPITAL,"Plot No 14P , Urban Estate , Sec-52",GURUGRAM
ANSARI HOSPITAL,"RZ -20 F/B , Kailash Puri Road , Main Sagar Pur",New Delhi
V CARE HOSPITAL,"NH-2, Rajendra Nagar Sec-2 , Sahibabad",GHAZIABAD
CARING TOUCH NURSING HOME,"R-721 , New Rajinder Nagar",New Delhi
NEONEST HOSPITAL,"A-1/3, Prashant Vihar , Rohini",New Delhi
VRANDAVAN,"Vrandavan Garden , Main Crossing , Road Shahberi , Noida Ex",NOIDA
LE CREST HOSPITAL,"Plot No INS -13, Sec-4 (Near Budh Chowk ) ,Vasundhara",GHAZIABAD
KHATRI NURSING HOME,"Sec-9, New Vijay Nagar",GHAZIABAD
SUSHILA MULTISPECIALITY,"A-43, Patel Nagar -2",GHAZIABAD
NIRMAL HOSPITAL,"KHASRA NO -52/1/1/1 ,Main Burari Road , Bakhtawarpur",NEW DELHI
SARGAM HEALTH CARE,"Khasra No-77 , Opp Indian Bank , Old Delhi Gurugram Road , Samalkha",NEW DELHI
SUNAND HOSPITAL,"G-17, Kiran Garden , Uttam Nagar",New DELHI
NAYAN - THE MODERN EYE CARE CENTRE,"Block C, Pocket 11, Plot 9 & 10 , Sect -3",Rohini
DR.MEHTA EYE CARE,"5E/5 B.P , RAILWAY ROAD , OPP MANDIR DARGHA, NEELAM CHOWK, N.I.T",FARIDABAD
PARMANAND SPCL. SURGERY HOSPITAL,"PLOT NO 1,2& 3 , PARK AREA, JAMUNA BAZAR",DELHI
ACU VISION CENTRE,"MANUSHI SADAN , PLOT NO 3 A , POCKET -B (NEAR ST.GIRI PUBLIC SCHOOL) MAHARAJ AGARSEN MARG , SARITA VIHAR",NEW DELHI
PARMESHWARI DEVI HOSPITAL,"BLOCK-B , PLOT NO-18 , MASOODPUR , MAIN ROAD MARKET , OPP LIG FLAT , VASANT KUNJ",NEW DELHI
SAMAR HOSPITAL,"PLOT NO -18 DWARKA GOYLA DAIRY ROAD, OPP ST THOMAS SCHOOL , GOYLA VIHAR , SEC-19, DWARKA",NEW DELHI
MARK HOSPITAL & TRAUMA CENTRE,"KHASRA NO 227 , MAMURA SEC-66(OPP FIRE STATION SEC-71), G.B NAGAR",NOIDA
